iter	Logloss
150	0.3583702131
151	0.3578591069
152	0.3571508883
153	0.3564371898
154	0.3558501292
155	0.35547434
156	0.3550390255
157	0.3545104597
158	0.354006055
159	0.3534237283
160	0.3530473627
161	0.3527260371
162	0.3522768307
163	0.3518287536
164	0.3514094481
165	0.3508292122
166	0.3505240517
167	0.3496979026
168	0.3492953066
169	0.3489304298
170	0.3486956112
171	0.3483877616
172	0.3481331923
173	0.347770183
174	0.3474010336
175	0.3469229721
176	0.346442382
177	0.3460800414
178	0.3454984295
179	0.3451893099
180	0.344793959
181	0.3444500315
182	0.3441431501
183	0.3436797137
184	0.3433717422
185	0.3431502968
186	0.3428369003
187	0.3425142103
188	0.3422237786
189	0.341915369
190	0.3416011973
191	0.3412987111
192	0.3409596349
193	0.3406561882
194	0.3403422384
195	0.3400666492
196	0.3397638362
197	0.339445203
198	0.3391531362
199	0.3389248563
200	0.3386168627
201	0.3382191907
202	0.3378421176
203	0.3375691542
204	0.3371623983
205	0.3370341165
206	0.3368058651
207	0.336447995
208	0.3357405297
209	0.3356007702
210	0.3352061779
211	0.3349301973
212	0.334646719
213	0.3343227591
214	0.3338769404
215	0.3334829781
216	0.333199906
217	0.3329798378
218	0.3327993159
219	0.3326214634
220	0.3323481975
221	0.3321079294
222	0.3318447183
223	0.3315192512
224	0.3312807838
225	0.3308845691
226	0.330533658
227	0.3301992862
228	0.329938193
229	0.3296919753
230	0.3293352674
231	0.329110501
232	0.3286999143
233	0.3284861768
234	0.328143651
235	0.3279511051
236	0.3277151787
237	0.3274857147
238	0.3272079397
239	0.3268704896
240	0.3266086443
241	0.326429301
242	0.3262170154
243	0.3260647712
244	0.325752777
245	0.3255202278
246	0.3253083784
247	0.3250466507
248	0.3248865776
249	0.3247179589
250	0.3244251988
251	0.3241254616
252	0.3238410413
253	0.3235950443
254	0.323208346
255	0.3229030119
256	0.3225950404
257	0.3224129861
258	0.3222078625
259	0.3218740807
260	0.3216010154
261	0.3214221238
262	0.3212000576
263	0.3209669277
264	0.3207341642
265	0.3204441598
266	0.3202828861
267	0.3201399355
268	0.3199703008
269	0.3197096857
270	0.3194489955
271	0.3192402516
272	0.3189519587
273	0.3187204481
274	0.3184892441
275	0.3183389106
276	0.3181411694
277	0.3178874588
278	0.317639144
279	0.3174109448
280	0.3173176689
281	0.317210731
282	0.3170129538
283	0.3168542324
284	0.3167063718
285	0.3165917756
286	0.3163308541
287	0.316115548
288	0.3159010535
289	0.3156754873
290	0.3153964633
291	0.3152917276
292	0.3150662834
293	0.3148845724
294	0.3147388831
295	0.3144649392
296	0.3142491907
297	0.3140632374
298	0.3139119992
299	0.3137163457
300	0.3134875699
301	0.3133542924
302	0.3131297464
303	0.3128692483
304	0.3126028947
305	0.3123833919
306	0.3121569979
307	0.3118587494
308	0.3116684778
309	0.3113885506
310	0.3111800281
311	0.3110803286
312	0.3109109272
313	0.3107271332
314	0.3105039782
315	0.3103333911
316	0.3102056525
317	0.309980521
318	0.3098353643
319	0.3096601887
320	0.3094453321
321	0.3092386051
322	0.3089192645
323	0.3087953729
324	0.3086078007
325	0.3083676461
326	0.3081686123
327	0.3080224995
328	0.3077513375
329	0.3075988373
330	0.3073132808
331	0.307195587
332	0.3069963837
333	0.3068863902
334	0.3067497837
335	0.3065090468
336	0.3062996038
337	0.3061604606
338	0.3059305736
339	0.3057542185
340	0.3056275303
341	0.3054551995
342	0.305215012
343	0.3051040244
344	0.3049981083
345	0.3048911451
346	0.3046860284
347	0.3044335398
348	0.30417625
349	0.3039695959
350	0.3038037375
351	0.303642208
352	0.3034764287
353	0.3033008817
354	0.3031930666
355	0.3029709885
356	0.302759287
357	0.3025552572
358	0.3023720445
359	0.3021465083
360	0.3019497497
361	0.3017036341
362	0.3015587455
363	0.3013632302
364	0.3011845736
365	0.3009614514
366	0.3006592214
367	0.3004942229
368	0.3003339699
369	0.3001348073
370	0.2999851017
371	0.2998404515
372	0.2996362535
373	0.2994961864
374	0.2992558765
375	0.2990579231
376	0.2988856806
377	0.2986460689
378	0.2984930351
379	0.2983338724
380	0.2981474722
381	0.297901178
382	0.2977631817
383	0.2976691192
384	0.2974252717
385	0.2971812438
386	0.2969155809
387	0.2967091703
388	0.2966189955
389	0.2964292851
390	0.2962402979
391	0.2960808314
392	0.2958401154
393	0.295619527
394	0.2954929388
395	0.2953796954
396	0.2952924589
397	0.2951342374
398	0.294914048
399	0.2947221934
400	0.2946159068
401	0.2944163358
402	0.2942703154
403	0.2940337394
404	0.2937868
405	0.2935114296
406	0.2932807541
407	0.2931394816
408	0.2929645008
409	0.292819893
410	0.2927152299
411	0.2924670269
412	0.2922273032
413	0.2920585328
414	0.2919578032
415	0.291790859
416	0.2915580125
417	0.2913513088
418	0.2911779677
419	0.2910110377
420	0.2908396069
421	0.2905976646
422	0.2904356791
423	0.290228219
424	0.2900264481
425	0.2898833236
426	0.2897247637
427	0.2895497527
428	0.2893687735
429	0.2891463855
430	0.2889353233
431	0.2887476523
432	0.2885395717
433	0.2883556553
434	0.2881472451
435	0.2879982686
436	0.2878152367
437	0.2876730196
438	0.2875505029
439	0.287317172
440	0.2871811386
441	0.2870396448
442	0.2868495025
443	0.286725471
444	0.2865812679
445	0.2864684174
446	0.2863268678
447	0.2860881827
448	0.2859314804
449	0.2857998715
450	0.2856178176
451	0.2854095649
452	0.2851466679
453	0.2849541456
454	0.2847814985
455	0.2846160232
456	0.2844799184
457	0.2843345031
458	0.2840599376
459	0.2839585257
460	0.2838104251
461	0.283685275
462	0.2835594105
463	0.2833383203
464	0.283109974
465	0.2829918582
466	0.2828412728
467	0.2825785509
468	0.2824241713
469	0.2822276546
470	0.2821051671
471	0.2819288406
472	0.2817807027
473	0.2815753925
474	0.2813519782
475	0.2811814419
476	0.2809705523
477	0.280851827
478	0.2806901787
479	0.2805678599
480	0.2804646055
481	0.2802687878
482	0.2801672545
483	0.280061541
484	0.2799478301
485	0.2798268279
486	0.2796978268
487	0.2795504614
488	0.2792558385
489	0.2790992018
490	0.278960866
491	0.2788291271
492	0.2787067074
493	0.2786176957
494	0.2784536122
495	0.2783579723
496	0.278075641
497	0.2778970447
498	0.277662834
499	0.2774823226
500	0.277303515
501	0.2771774053
502	0.277078935
503	0.2769065214
504	0.2767578505
505	0.2765798943
506	0.276412311
507	0.2763254954
508	0.2761814598
509	0.2761159207
510	0.2760167055
511	0.2758842417
512	0.2757730047
513	0.2756475062
514	0.2755077725
515	0.2754017962
516	0.2752476935
517	0.2751463219
518	0.2750612636
519	0.2748956503
520	0.2747956127
521	0.2747210499
522	0.2745827098
523	0.2743566004
524	0.2742521611
525	0.2741484459
526	0.2740493265
527	0.2738986554
528	0.273665082
529	0.2735707402
530	0.2734718859
531	0.2733656421
532	0.2732077322
533	0.2731205013
534	0.2730424931
535	0.2729675675
536	0.272814553
537	0.2726269277
538	0.2725200355
539	0.2724177606
540	0.2722624885
541	0.2721029321
542	0.2719320973
543	0.2717805086
544	0.271642655
545	0.2714684185
546	0.2712808746
547	0.2711352549
548	0.2709725722
549	0.2708305618
550	0.2706636643
551	0.2705416845
552	0.2704593861
553	0.2703314082
554	0.2702459682
555	0.2701257912
556	0.2699637805
557	0.269853517
558	0.2697075985
559	0.269554804
560	0.2694041805
561	0.2693308987
562	0.269231811
563	0.2690450168
564	0.2689068007
565	0.2688004055
566	0.2687179328
567	0.2685938124
568	0.2685268822
569	0.2684327364
570	0.2683047263
571	0.2681679185
572	0.2679811822
573	0.2678923078
574	0.2677630948
575	0.267641352
576	0.267535811
577	0.2674355098
578	0.2672785219
579	0.267211949
580	0.267043858
581	0.2669369241
582	0.266784634
583	0.2666506534
584	0.2665253911
585	0.2663936476
586	0.2662336447
587	0.2660933614
588	0.2660038744
589	0.2658636682
590	0.2657309817
591	0.2656333348
592	0.2655120545
593	0.2653882517
594	0.2653069748
595	0.2651853589
596	0.2650584961
597	0.2649249245
598	0.2647546004
599	0.2646232593
600	0.2645290688
601	0.2643898234
602	0.26432756
603	0.2641999928
604	0.2640423857
605	0.2639514145
606	0.2637879939
607	0.2636731696
608	0.2635453505
609	0.2634560875
610	0.2632907566
611	0.2631879758
612	0.2630756177
613	0.2628409122
614	0.2627086206
615	0.2625835045
616	0.2624550505
617	0.2623576897
618	0.2622484495
619	0.262140823
620	0.2619645436
621	0.261854923
622	0.2617248341
623	0.2615886564
624	0.2614725085
625	0.2613318316
626	0.2612450012
627	0.2610280275
628	0.2608383447
629	0.2607110168
630	0.2605938202
631	0.260415208
632	0.2602525055
633	0.2601439793
634	0.2600291316
635	0.2599380968
636	0.2598030227
637	0.2596630003
638	0.2595686453
639	0.2594027309
640	0.2593006095
641	0.259127188
642	0.2590129215
643	0.2588269586
644	0.25875885
645	0.2586400416
646	0.2584956147
647	0.2584346524
648	0.2583330561
649	0.2581923689
650	0.2580022849
651	0.2578598465
652	0.2577525066
653	0.2575774356
654	0.2574411121
655	0.2573015412
656	0.2571814942
657	0.2570439197
658	0.2569172918
659	0.2568067689
660	0.2567060344
661	0.2565487272
662	0.2563984628
663	0.2562741261
664	0.2561313385
665	0.2560260225
666	0.2558628349
667	0.2557623868
668	0.2556807907
669	0.2555286111
670	0.2554320594
671	0.2553432261
672	0.2552210696
673	0.255119394
674	0.2550058222
675	0.2549014558
676	0.2547811386
677	0.254701476
678	0.2545608581
679	0.2544464662
680	0.2543053739
681	0.2541745927
682	0.2540572033
683	0.2539456929
684	0.2537924432
685	0.2536067081
686	0.2535280002
687	0.2533836725
688	0.2532192339
689	0.253084365
690	0.2530325763
691	0.2528422119
692	0.2527606865
693	0.2526623307
694	0.2524921056
695	0.2523977441
696	0.2523210104
697	0.2521477314
698	0.2520726739
699	0.2519476419
700	0.2518567105
701	0.2516845509
702	0.2515883822
703	0.2514810635
704	0.2513475956
705	0.2511525861
706	0.2510282592
707	0.2509251253
708	0.250763682
709	0.2506476304
710	0.2505527994
711	0.2504759752
712	0.2502907848
713	0.2502139598
714	0.250002809
715	0.249927197
716	0.2498062062
717	0.2496950483
718	0.2496373765
719	0.2495666372
720	0.2494197809
721	0.2492243197
722	0.2491101459
723	0.2490307803
724	0.248960482
725	0.24882167
726	0.2487319075
727	0.2486482492
728	0.2485631314
729	0.2484926609
730	0.2484035195
731	0.2483094098
732	0.2482048855
733	0.2481317514
734	0.24808806
735	0.2479677677
736	0.2478895141
737	0.2478474018
738	0.2477014702
739	0.2475375875
740	0.2473653926
741	0.2472453165
742	0.2471259079
743	0.2470422597
744	0.2469168595
745	0.2468293966
746	0.2467550968
747	0.2466319063
748	0.2465421668
749	0.246398201
750	0.2463040761
751	0.2461961035
752	0.2460364805
753	0.2459151238
754	0.2458682694
755	0.2457077021
756	0.2455925207
757	0.2455095257
758	0.2454374998
759	0.2452958515
760	0.2452119403
761	0.2450192079
762	0.2449329451
763	0.244827799
764	0.2447001798
765	0.2446267993
766	0.2445286588
767	0.2444806186
768	0.2442813326
769	0.2442011422
770	0.2440962489
771	0.2440276323
772	0.2439530249
773	0.2438409339
774	0.2437544542
775	0.2436805214
776	0.2435365968
777	0.243453281
778	0.2433036436
779	0.2431315592
780	0.2430209655
781	0.2428880098
782	0.242802648
783	0.2427545603
784	0.2426926015
785	0.2425712889
786	0.2423608932
787	0.2421983806
788	0.2420786072
789	0.2419883591
790	0.2418959323
791	0.2418266233
792	0.2417498169
793	0.241689106
794	0.2416143177
795	0.2414802019
796	0.2413581675
797	0.2412616612
798	0.2411447553
799	0.2410427174
800	0.2409751141
801	0.2408575958
802	0.2408162836
803	0.2407282284
804	0.2406188735
805	0.2404276258
806	0.2403191105
807	0.240204096
808	0.2400929597
809	0.2400160513
810	0.2399474443
811	0.2398704716
812	0.2398076209
813	0.2396775639
814	0.2396227646
815	0.2394689738
816	0.2393227339
817	0.2391891002
818	0.2391266736
819	0.2389935754
820	0.238907882
821	0.238812091
822	0.2387384646
823	0.2386553864
824	0.2385981604
825	0.2385409578
826	0.2384457073
827	0.2383548803
828	0.2383057106
829	0.2382094624
830	0.2381316965
831	0.2380173439
832	0.2379635009
833	0.2378698308
834	0.2378254083
835	0.2376973299
836	0.2375625839
837	0.2374884531
838	0.2373959303
839	0.2372950207
840	0.2372466675
841	0.2371502916
842	0.2370551092
843	0.2369382051
844	0.2368713979
845	0.2366954253
846	0.2366345906
847	0.2365860931
848	0.2364094369
849	0.2362364029
850	0.2361988158
851	0.2360892456
852	0.2359783576
853	0.2358609645
854	0.2357319413
855	0.2356229985
856	0.2355602341
857	0.2354803786
858	0.2353605039
859	0.2352669924
860	0.2351804338
861	0.2350610893
862	0.2349083318
863	0.2347752306
864	0.2347346842
865	0.2346314264
866	0.2345542935
867	0.234439754
868	0.2343668867
869	0.234299043
870	0.2341851934
871	0.2340733118
872	0.234012523
873	0.2338868198
874	0.2337952727
875	0.2337290002
876	0.23357743
877	0.2334352889
878	0.2333059927
879	0.2331940028
880	0.2330959925
881	0.2329896468
882	0.2328548342
883	0.2327299555
884	0.232656243
885	0.2325342774
886	0.2324475465
887	0.232317436
888	0.2322264214
889	0.2321517342
890	0.2321096467
891	0.2319705314
892	0.2318964943
893	0.2317829082
894	0.2317328782
895	0.2316566469
896	0.231527317
897	0.2314242319
898	0.2313744238
899	0.2313003898
900	0.2312186984
901	0.2310995515
902	0.231028151
903	0.2309162286
904	0.2308213336
905	0.2307815813
906	0.2306309468
907	0.2305265993
908	0.23038944
909	0.2302059651
910	0.2300947774
911	0.2300289576
912	0.2298606838
913	0.2297827959
914	0.229693263
915	0.2296307527
916	0.2295790053
917	0.2294975023
918	0.2294033744
919	0.229327159
920	0.2292233939
921	0.2291070233
922	0.2290594115
923	0.2289673905
924	0.2288202059
925	0.2287558213
926	0.228665576
927	0.2286109393
928	0.2285476269
929	0.2284368175
930	0.2283659889
931	0.2282776405
932	0.2282140664
933	0.2281623363
934	0.2280512789
935	0.2279840386
936	0.2278711077
937	0.2278193533
938	0.2276346776
939	0.227521633
940	0.2274188452
941	0.2273398682
942	0.2272688659
943	0.2271607625
944	0.2271126824
945	0.2270036136
946	0.2269170004
947	0.2268130911
948	0.2267498346
949	0.226634092
950	0.2265148881
951	0.2264662696
952	0.2263835978
953	0.2263496642
954	0.2262807462
955	0.2262032203
956	0.2261653903
957	0.2261077574
958	0.2260589436
959	0.2259637698
960	0.2258082947
961	0.2257127844
962	0.2256113663
963	0.2255563216
964	0.2254765434
965	0.225370412
966	0.2252961191
967	0.2252487097
968	0.2251934283
969	0.2251174989
970	0.2250720243
971	0.2250194727
972	0.2249341719
973	0.224859806
974	0.2248157005
975	0.2247171218
976	0.2245973422
977	0.2244922241
978	0.2243556679
979	0.224249689
980	0.2241684499
981	0.2241162692
982	0.2240601565
983	0.224026895
984	0.223924645
985	0.2238428274
986	0.223762291
987	0.2236855989
988	0.2236440836
989	0.2235707807
990	0.2234753367
991	0.2233883198
992	0.2233148167
993	0.2232170226
994	0.2231042914
995	0.2230470889
996	0.2229445784
997	0.2228665918
998	0.2227421162
999	0.2226715665
